slug,title,name_zh_or_summary,category,supported_in,arguments,return_type,source_url,evidence_type,notes
nextDayV1,Next day,Returns the first date which is later than the value of the date column based on the day of week argument. Expression...,"[""Datetime""]","[""Batch""]","[{""name"":""Date"",""type"":""Expression<Date>"",""description"":""Date to compute next day from""},{""name"":""Day of the week"",""type"":""Enum<Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday>"",""description"":""Day of the week""}]",Date,https://palantir.com/docs/foundry/pb-functions-expression/nextDayV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
normalRandomV1,Normal random number,Returns a column of normally distributed random numbers with zero mean and unit variance. This is not...,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Seed"",""type"":""Literal<Long>"",""description"":""Adding a seed means that the random numbers will be generated from same sequence at each build. If you want true random numbers this should not be supplied. A seed will not produce fully deterministic results since compute may run distributed and the order in which random numbers are pulled for rows is not guaranteed""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/normalRandomV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
normalizeGeometryV4,Prepare geometry,"Prepares a geometry for downstream use, for example indexing to the ontology, by converting a geometry string into...","[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Geometry string"",""type"":""Expression<String> optional"",""description"":""Geometry string to be parsed and converted to GeoJSON""},{""name"":""Output mode"",""type"":""Enum<Simple, With errors>"",""description"":""Choose to output as a simple output where the output is the resulting geometry and errors are returned as null, or output a struct with two fields: an \""ok\"" field with the resulting geometry if it can be converted; otherwise, an \""error\"" field containing a descriptive error message""}]","Geometry | Struct<ok , error >",https://palantir.com/docs/foundry/pb-functions-expression/normalizeGeometryV4/,线索,"[""parse_warning: args_missing_but_heading_present""]"
notAnyV1,Not any,Returns true only if all of the specified conditions are false. Nulls are considered false.,"[""Boolean""]","[""Batch"",""Streaming""]","[{""name"":""Conditions"",""type"":""List<Expression<Boolean>>"",""description"":""List of conditions from which the output is calculated""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/notAnyV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
notV1,Not,Returns the negated boolean value of a boolean expression.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Boolean>"",""description"":""The boolean value to negate""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/notV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
nullifyEmptyStringV1,Nullify empty string,Convert empty strings to null.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""no description""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/nullifyEmptyStringV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
octalV1,Convert to octal,Computes octal value of given expression.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Integer | Long | Short>"",""description"":""Input column""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/octalV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
parseGeoJsonAsGeometryV1,Parse GeoJSON from a non-WGS 84 coordinate system,Convert GeoJSON string from a non-WGS 84 coordinate system to WGS 84 geometry. For GeoJSON already in WGS 84...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""GeoJSON string"",""type"":""Expression<String>"",""description"":""GeoJSON as a string. Note that not all GeoJSON strings are indexable by the Ontology; use the \""normalize geometry\"" expression to prepare geometry prior to Ontology use""},{""name"":""Source coordinate system"",""type"":""Literal<String>"",""description"":""Coordinate system identifier formatted as \""authority \"". For example, UTM zone 18N could be identified by EPSG:32618""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/parseGeoJsonAsGeometryV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
ontologyGeopointToGeopointV1,Convert from Ontology GeoPoint,Convert an Ontology GeoPoint into a regular GeoPoint. Ontology GeoPoints are strings of the format...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Ontology GeoPoint>"",""description"":""Ontology GeoPoint to convert""}]",GeoPoint,https://palantir.com/docs/foundry/pb-functions-expression/ontologyGeopointToGeopointV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
parseDurationV1,Parse duration,Parses an ISO8601 string duration and start time to its length in a specific time unit.,"[""Datetime"",""String""]","[""Batch""]","[{""name"":""Duration"",""type"":""Expression<String>"",""description"":""The ISO8601 duration to parse. If invalid, the output will be null""},{""name"":""Start time"",""type"":""Expression<Timestamp>"",""description"":""Start timestamp of duration, used for determining the length of certain durations (e.g. months)""},{""name"":""Unit"",""type"":""Enum<Days, Hours, Milliseconds, Minutes, Months, Quarters, Seconds, Weeks, Years>"",""description"":""Output time unit. The result will be the number of complete time units represented by the duration""}]",Long,https://palantir.com/docs/foundry/pb-functions-expression/parseDurationV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
orV1,Or,Returns true if any of the specified conditions are true. Nulls are considered false.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Conditions"",""type"":""List<Expression<Boolean>>"",""description"":""List of conditions from which the output is calculated""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/orV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
parseJsonAsSchemaV3,Parse JSON string,"Parses JSON string following the given schema definition, ignoring any fields not in the schema. Expression...","[""Data preparation"",""Popular"",""String"",""Struct""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""JSON"",""type"":""Expression<String>"",""description"":""JSON to be parsed using the schema.""},{""name"":""Schema"",""type"":""Type<Array<AnyType> | Map<String, String> | Struct>"",""description"":""Schema definition used when parsing the JSON strings.""},{""name"":""Output mode"",""type"":""Enum<Simple, With errors>"",""description"":""The 'simple' output mode will treat fields that fail to parse as null. The 'with errors' output mode will return a parsable struct with any errors found during parsing in an 'error' field and a valid parsed json in the 'ok' field.""}]","Array<AnyType> | Map<String, String> | Struct",https://palantir.com/docs/foundry/pb-functions-expression/parseJsonAsSchemaV3/,线索,"[""parse_warning: args_missing_but_heading_present""]"
parseKmlAsGeometryListV1,Parse KML string as geometry list,"Parses KML string as a list of GeoJSONs, ignoring all KML attributes.","[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""KML string to parse"",""type"":""Expression<String> optional"",""description"":""Valid KML string to parse to geometry""},{""name"":""Output mode"",""type"":""Enum<Simple, With errors> optional"",""description"":""Choose whether to output null on an erroneous output, or a result type from which you can extract the 'ok' field to get the geometry list or the 'error' field to get a descriptive error message. This will also apply to all of the geometries inside the list""},{""name"":""Prepare geometry after parse"",""type"":""Literal<Boolean>"",""description"":""Choose whether the KML should be prepared to adhere to Foundry geometry semantics. It is recommended to prepare in most cases to prevent failure during ontology indexing. Preparing will null out invalid geometries, for example those with out of bounds coordinates""}]","Array<Geometry> | Struct<ok <Struct<ok , error >>, error >",https://palantir.com/docs/foundry/pb-functions-expression/parseKmlAsGeometryListV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
parseKmlAsGeometryV1,Parse KML string as geometry,Parses KML geometry definitions as a GeoJSON. Ignores all attributes. This expression operates on already extracted...,"[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""KML string to parse"",""type"":""Expression<String> optional"",""description"":""Valid KML string to parse to geometry""},{""name"":""Output mode"",""type"":""Enum<Simple, With errors> optional"",""description"":""Choose whether to output null on an erroneous output, or a result type from which you can extract the 'ok' field to get the geometry or the 'error' field to get a descriptive error message""},{""name"":""Prepare geometry after parse"",""type"":""Expression<Boolean>"",""description"":""Choose whether the kml should be prepared to adhere to Foundry geometry semantics. Geometries should be prepared prior to ingestion into the ontology to prevent failures during ontology indexing. Running prepare may result in more errors during the parse itself. For example, prepare will error on geometries with out of bounds coordinates during indexing""}]","String | Struct<ok , error >",https://palantir.com/docs/foundry/pb-functions-expression/parseKmlAsGeometryV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
parsePhoneNumberV2,Parse phone number,"Normalizes phone numbers to a common format, parsing them from various regions and formats. Phone numbers containing...","[""String""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Phone number to parse""},{""name"":""Format"",""type"":""Enum<E164, E164_DIGITS_ONLY, INTERNATIONAL, NATIONAL, RFC3966> optional"",""description"":""Format to parse the phone number to""},{""name"":""Region"",""type"":null,""description"":""Region the phone number belongs to.""},{""name"":""Note"",""type"":""Enum<Afghanistan, Albania, Algeria, American Samoa, Andorra, Angola, Anguilla, Antigua and Barbuda, Argentina, Armenia, and more ...>"",""description"":""when region is not specified, parsing will be performed without it, which could lead to inaccurate or no result at all. This might be useful in case you have a variety of numbers and a single region cannot be assigned. Numbers containing country calling code will be parsed correctly even if the region is not set, but all other formats require a region to be selected""}]",Phone Number,https://palantir.com/docs/foundry/pb-functions-expression/parsePhoneNumberV2/,线索,"[""arguments_partial_type_missing: 1"",""parse_warning: args_missing_but_heading_present""]"
parseWellKnownTextAsGeometryV1,Parse well known text as geometry,Converts well-known text (WKT) string to geometry logical type. Invalid WKT input will be returned as null...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String> optional"",""description"":""Valid well-known text as a string""},{""name"":""Source coordinate system"",""type"":""Literal<String>"",""description"":""Optional coordinate system identifier if the well-known text is not WGS 84. Formatted as \""authority \"". For example, UTM zone 18N could be identified by EPSG:32618""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/parseWellKnownTextAsGeometryV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
